Cell type	c01_Malignant	c02_Malignant	c03_Malignant	c04_Malignant	c05_Malignant	c06_Fibroblast	c07_Fibroblast	c08_Fibroblast	c09_Fibroblast	c_10Macrophage	c11_Macrophage	c12_Macrophage	c13_Macrophage	c14_DC	c15_DC	c16_B cells	c17_T cells	c18_Erythrocytes
TMEM126A	0.275253042	1.644635166	1.23706591	1.928337219	1.110543524	1.406134565	0.617437045	1.59315531	1.792519051	1.038313403	0.9944351	0.902715582	0.733213603	0.413872191	0.432333153	1.616028687	0.78132173	1.471968462
CREBZF	0.276325769	0.388475504	0.425251575	0.719855629	0.584916962	0.41716953	0	0.237023327	0.3805548	0.075319571	0	0.026296435	0.047388005	0	0.423244073	0.225583412	0.18877494	0.342899074
PICALM	0.564955133	0.799867101	0.905865146	0.798772308	0.538462016	0.887864804	0.661987413	0.523952569	0.859471918	0.604928495	1.121760783	0.471002326	0.424090586	0.749325928	0.188256251	0.196428332	0.168597764	0.767272445
EED	0.265982127	0.560510373	0.239546443	0.712270306	0.65588741	0.784746227	0.078082382	0.453235298	0.722987775	0.275392991	0.152446392	0.124605956	0.101377162	0.201283899	0.552318111	0.434039511	0.395797656	1.147657584
C11orf73	1.919980298	2.652837148	2.542745946	2.678897965	1.992014808	3.023591563	1.009401285	2.298096261	2.851684949	1.324669123	1.021889814	1.11420479	0.682678909	0.814330373	1.598279065	2.084560489	1.498934091	1.825580724
CCDC81	0	0	0	0.077981482	0.056786205	0.02863371	0	0.00688469	0.011498612	0.012618987	0	0	0.008649121	0	0.391171418	0	0	0
ME3	0.232956899	0.149667223	0.160059565	0.400873143	0.190764076	0.251342528	0.199211203	0.253283113	0.514786644	0.05875314	0.144508989	0	0.019670209	0	0.06211978	0	0.075129865	0.839973915
PRSS23	0.631208444	1.343331427	1.221428186	3.304426149	1.314472334	4.509328892	3.278405321	4.368522472	5.659602039	0.371008593	0.064418451	0.164791058	0.148853994	0	0.202195619	0.116458466	0.233744508	0.331735334
RAB38	0	0.041478831	0.027189447	0.64246926	0.496821378	0.172419673	0.064986693	0.04734575	0.068564691	0.023285927	0	0.026369752	0.023117205	0.603043127	0.185493981	0.024437622	0.160139412	0.222866691
CTSC	0.782796138	1.028142511	0.749039027	0.991529791	1.216435441	3.219247743	1.610851751	1.562253515	2.47271904	3.415799156	3.099630149	4.182696282	3.185761427	4.237961404	4.387068484	2.21039404	3.059467352	1.312015648
CHORDC1	0	0.770101767	0.479124337	0.989294263	1.035148225	0.844624874	0.078082382	0.424610014	0.889069301	0.392248446	0.166967857	0.316562648	0.140953423	0	0.545405126	0.539362109	0.40979574	0.669031807
SLC36A4	0	0.334869481	0.239073715	0.991908886	0.958305289	1.161467358	0.589699345	0.714540389	0.878809843	0.339951473	0.243366423	0.126680443	0.162168578	0	0.314408315	0.229595523	0.153732113	0.151996305
SMCO4	0.265982127	0.685284292	0.469450801	1.864903458	0.48776927	1.790265941	0.738430066	2.134447952	2.38657034	2.41666835	1.506156739	2.567218685	1.434633153	2.909125905	2.352001956	0.561028446	1.012129742	0.426524331
KIAA1731	0	0.375296221	0.132712787	0.198170594	0.083306505	0.140308041	0	0.070231722	0.095165576	0.035720854	0	0.028845595	0.027910707	0.450520412	0.111865165	0.143136508	0.097503737	0.22434675
TAF1D	0.281994456	1.712910551	1.78026201	1.631602214	1.815026123	1.662348359	0.583610344	1.257367079	1.318978432	0.275041297	0.511844552	0.457600587	0.27513382	0.421591022	1.277976334	0.960781778	1.392911016	0.983434006
C11orf54	0	0.580388859	0.663510337	0.538623616	0.802060214	0.88739508	0.415765061	0.333329811	0.356852826	0.197633565	0.207563226	0.199247357	0.107251574	0.258646805	0	0.34532147	0.17475835	0.100201476
MED17	0	0.621417866	0.533324056	0.70683125	1.22240724	0.857963965	0.361405323	0.384868184	0.575947685	0.152702675	0.082752444	0.087615543	0.077927269	0.228572154	0.326702729	0.467049514	0.35045832	1.095279963
PANX1	0	0.210020731	0.294653902	0.196433564	0.335443904	0.682241058	0	0.621145231	0.670528575	0.19047343	0.111527987	0.082225459	0.058784248	0	0.078718454	0.102200876	0.074019623	0.140733305
MRE11A	0	0.271162766	0.165648394	0.633564203	0.409246937	0.324169161	0.193364089	0.187171166	0.324081416	0.105575034	0.036495219	0.172890227	0.055183784	0.167090997	0.11597729	0.248749408	0.412796392	0.696140878
ANKRD49	0	0.349066549	0.524483854	0.922242265	0.606818607	0.494213214	0.214264464	0.322882041	0.486353895	0.232661492	0.384534798	0.144267298	0.109886236	0	0.56977213	0.312373302	0.256240159	0.610102147
FUT4	0	0.093037334	0.040577737	0.111763411	0.087733116	0.126288603	0	0.081695401	0.134500926	0.120588639	0.094619225	0.089557787	0.075559662	0.190565538	0.173368388	0	0.05576484	0
AMOTL1	0	0.20273905	0.317322412	0.22465017	0.181327244	0.373355015	0.189387461	0.28363505	0.39260677	0.025668109	0	0.028017517	0.02023038	0	0	0.020943836	0.032729859	0.100201476
CWC15	0.25135125	3.230071036	2.904662856	3.826248543	3.018557536	3.291401081	1.895274826	2.443790888	2.860251709	1.915059292	1.543137385	2.18196168	1.371475709	1.503319223	1.694593992	2.139920496	1.661666093	3.595993959
ENDOD1	0.283685562	0.624814924	0.387616236	0.560429635	0.263771652	0.887497393	0.091146585	0.205883738	0.371638231	0.09064476	0.269098452	0.051904144	0.013127652	0.167090997	0.057422565	0.040149296	0.060557514	0.200714006
SESN3	0	0.080295962	0.062542023	0.097790509	0.28292802	0.293715983	0.064986693	0.21134138	0.237109661	0.10999072	0	0.026261266	0.069585682	0.16772575	0.783054754	0.021299699	0.152411275	0.333300182
FAM76B	0	0.214127889	0.301453306	0.38140516	0.3553336	0.278562182	0	0.094142912	0.148053622	0.040033925	0.135929362	0.077335346	0.036805205	0	0	0.095714525	0.123822874	0.349677528
CEP57	0.491377111	0.971301812	0.717759021	1.557827604	1.089306974	1.250523762	0.386701355	0.663335327	0.758220961	0.332735697	0.103477327	0.393519823	0.160022376	0.387388611	1.022516228	0.944997278	1.199507282	1.992683952
MTMR2	0.447439277	0.473671424	0.317104126	0.435911206	0.739942384	0.762105413	0.681896609	0.451061389	0.695133492	0.159769594	0.113182132	0.111140719	0.061714658	0.202716927	0.098124797	0.162970082	0.163755915	0.347117212
MAML2	0	0.392752928	0.471546562	0.173572078	0.080429479	0.156890051	0.093255476	0.175966491	0.149788769	0.069716696	0.236447145	0.107887138	0.042520148	0	0.059144373	0.047174619	0.093336673	0
CCDC82	0	0.425601038	0.442328422	0.968713409	0.82684653	1.122208839	0.454487538	0.691954963	0.768243774	0.350860659	0.389648172	0.339899708	0.215250675	0.559020891	0.275826142	0.386503122	0.563225416	0.58543395
JRKL	0.351337282	0.28063427	0.173266388	0.238430824	0.246553065	0.407709098	0.093255476	0.19466066	0.365630796	0.083162396	0.075933916	0.033554838	0.027374587	0	0	0.059798771	0.048687273	0.115595533
C11orf70	0	0.335704561	0.134308011	0.532598565	0.355953196	0.542106377	0.456669544	0.477362501	0.65527475	0.010451681	0	0	0.001448752	0	0	0.040787786	0	0
YAP1	0	0.764941602	0.707793127	0.525466309	0.682707681	0.835990973	0	0.538071246	0.586897262	0.007371264	0	0	0.002537513	0	0	0.018647363	0	0.142390328
BIRC3	0.586233977	2.084308447	0.211557207	0.447444437	0.742821867	1.184841406	0.418482143	1.51045318	0.842975792	0.21290441	0.273108055	0.083006357	0.083802437	0.522745752	7.417943984	0.570726204	0.326361997	0.115595533
BIRC2	0	0.895828255	0.64870473	1.167037373	1.046827553	1.488534767	0.264948392	0.715195953	1.002004824	0.603465942	0.340735561	0.182469046	0.172086878	0	1.358956869	0.456697065	0.536631066	0.308322065
TMEM123	1.112083055	2.313745236	1.029682631	2.631019717	2.133874896	2.510480808	1.126718132	2.202774212	2.652701591	1.041835055	1.139099518	1.219671753	0.702520524	2.266568416	1.970015027	1.539351908	1.641709271	1.071924224
MMP7	5.361867465	4.408306051	2.481264438	2.043553404	1.930066633	0.610996569	0	0.117925428	0.011308441	0.022084855	0.283193276	0.128725557	0.01363456	0.190565538	0.520276735	0.759563165	0.20165414	0.594000593
DCUN1D5	0.751505829	1.99015176	1.175170177	2.192439142	2.194260271	2.822460539	1.430897022	2.07809692	2.9489053	0.673423629	0.241096203	0.376582551	0.324485279	0.418804918	0.634771568	1.398318133	0.596901652	2.856196992
PDGFD	0	0.022657031	0.033268651	0.119079423	0.214598203	0.42969635	0	0.233354275	0.21448871	0.008594059	0	0	0	0	0.064059263	0.054413059	0.268573591	0
CASP4	0.692958261	2.03210471	2.468928741	2.172169178	2.309077659	3.15268611	2.097256294	3.26093047	3.4668334	2.399576123	2.160870677	1.716830021	1.282223583	2.363958935	1.91775889	2.19843293	2.717474669	2.183155654
CASP1	0	0.358189361	0.279064193	0.336277355	0.876399148	1.286706744	0.552355871	1.482555015	1.743724111	1.673846121	1.555953215	0.973532449	0.448902614	2.385293996	0.316517011	0.98816737	1.2010278	0.153544109
CARD16	0.511991812	1.121005505	0.853781321	0.556531648	0.775128813	1.758661227	1.945138191	1.894542012	2.389601074	2.799486536	2.944076219	2.648490974	2.117320046	2.580650277	1.239075176	0.966265813	1.913528825	0.533247907
MSANTD4	0	0.059404703	0.220851413	0.361639033	0.371147617	0.1320977	0.284520513	0.103000588	0.239818816	0.041086067	0	0	0.016949215	0	0.101783206	0.10067778	0.119147021	0
KBTBD3	0	0.310876981	0.405735597	0.413456316	0.357418396	0.420644369	0.188107864	0.240301983	0.281592529	0.149187122	0.136450699	0.118527562	0.111281263	0.148594466	0.325397255	0.17319065	0.206872888	0.100201476
AASDHPPT	0	0.850371615	0.672130089	1.199767403	1.556276402	1.779531634	0.725332194	1.155898115	1.662604409	0.441583748	0.1712287	0.323463149	0.265877872	0.213383102	0.335191145	1.057833774	0.413048687	2.310754213
CWF19L2	0.232956899	0.272426596	0.323466054	0.508577958	0.386655786	0.274804183	0	0.175438251	0.282965236	0.121578835	0.131670329	0.06628245	0.075987825	0.202716927	0.186097189	0.146879855	0.273810106	0.180793326
ALKBH8	0	0.063085495	0.017958662	0.12449279	0.118750755	0.162903557	0.113368253	0.057285119	0.074659177	0.009766075	0	0.029613071	0.0102146	0.182198014	0	0.022649181	0.035716943	0
RAB39A	0	0.009997317	0	0.100835763	0.007572168	0	0	0	0.033608511	0.051801296	0.072032577	0.031240701	0.023434638	0	0	0	0	0
CUL5	0	0.482481172	0.63765732	0.680231616	0.433065366	0.578515204	0.373236178	0.558676645	0.95961135	0.229691259	0.284788076	0.170911861	0.096826749	0.253645833	0.13102356	0.210797258	0.113249549	0.314809212
ACAT1	0.591985867	0.794343399	0.728677842	1.696415161	1.673027033	2.474551469	1.553853492	1.679089112	2.381141137	1.118288891	0.805139865	0.927727449	0.784526782	0.893004317	0.203563534	2.088004601	0.727016741	3.46960059
NPAT	0	0.183962316	0.217785435	0.078525752	0.220469261	0.234900314	0	0.132744393	0.118766526	0.102069161	0.078236208	0.083449186	0.046357462	0.176723413	0.131673173	0.237295811	0.280315207	0.100201476
ATM	0	0.262867462	0.179038317	0.236804976	0.186230621	0.26820807	0	0.245722558	0.409177413	0.262594867	0.210964272	0.266764337	0.182783598	0	0.122624401	0.655470455	0.573050697	0.708426018
KDELC2	0	0.224639954	0.08999999	0.362980487	0.109230685	0.675918022	0.175718635	0.368055452	0.753847449	0.050123482	0.036986399	0.083613116	0.013886177	0	0	0.077931238	0.103699733	0.27471678
DDX10	0	0.479090707	0.442233007	0.523476333	0.573439582	0.556934857	0.224178615	0.325394928	0.481894526	0.151967093	0.391358282	0.027350599	0.048158209	0.21182902	0.181675738	0.37292453	0.156185104	0.443763449
RDX	0.558331377	1.610125476	1.401057854	2.362384494	1.270325467	2.350258727	0.859916973	1.980554946	2.366795561	0.572823071	0.501097132	0.71898078	0.443630813	0.159282463	0.872057167	1.266377725	0.235208946	1.295028388
FDX1	0.786331475	2.08042939	1.933150879	2.29002679	1.796524366	2.000445229	1.223031679	1.899708603	2.453911491	1.259083336	1.026298423	1.060555961	0.800085126	1.244065107	0.550688482	3.379063274	1.340986212	1.256535107
POU2AF1	0.168146104	0.090988914	0	0	0.004839016	0.015108848	0	0	0.007246072	0.015948467	0	0.051647933	0	0	0	4.036073215	0.091677142	0
LAYN	0	0.085738125	0.159977499	0.381182156	0.667168478	2.012968533	0.658249996	1.321969055	1.700411518	0.030415802	0	0	0.011038813	0	0.055798566	0	0.071709314	0.131647296
SIK2	0	0.284829425	0.478601132	0.069889099	0.170680232	0.304595896	0	0.21453878	0.233692229	0.067454918	0.110307101	0.111048637	0.052791077	0	0.118513601	0.027421626	0.05085748	0.29109016
PPP2R1B	0	0.304748899	0.384098641	0.236845467	0.460356163	0.816383601	0.187379049	0.35016208	0.714539139	0.126587389	0.099199706	0.053555418	0.050430829	0.23821825	0.049452732	0.347932287	0.15483042	0.839840393
FDXACB1	0	0.164532964	0.08162342	0.19340527	0.136643574	0.086324513	0.116496491	0.097139403	0.155259583	0.123259766	0.143119347	0	0.037144592	0.159282463	0.182306717	0.296598412	0.153781728	0.215797008
C11orf1	0.566773443	0.923119433	0.912012268	1.555264617	1.007593768	0.951027127	0.428159261	0.735377357	0.776694216	0.212754783	0.075468432	0.218872973	0.199895342	0	0.297315563	0.442849976	0.210583793	0.990164391
CRYAB	1.324892808	1.637669364	3.166262879	5.40555691	3.220499306	6.38366061	5.856828576	4.858392247	5.327078221	0.371404203	0.157741046	0.115565914	0.107200009	0.391849438	0.065556469	0.124463731	0.10955855	0.440233827
HSPB2	0	0.157480771	0.240737008	0.652929875	0.840455319	1.824527557	0.885949419	1.409102435	1.873850657	0.021086229	0.030994407	0	0.007476077	0	0	0	0	0.05809799
DLAT	0.25135125	0.55638024	0.61982752	0.626147916	0.94070724	0.733578119	1.068389457	0.39496559	0.867627529	0.194245553	0.065959356	0.030806741	0.04862792	0.186712969	0.062152858	0.505627653	0.235013269	0.782286787
C11orf57	0.375596721	0.671159957	0.629009296	0.488397562	0.546072016	0.56759554	0.201510544	0.406871697	0.46291162	0.125536661	0.172721109	0.025729264	0.086380564	0.169904633	0.225375477	0.245082697	0.373961331	0.830763851
TIMM8B	3.176661713	3.964446075	3.438169406	3.658483187	2.172549695	2.976216804	2.285862925	3.172443428	3.999061345	3.064909038	3.072961845	3.196172613	2.287770185	1.768504615	1.519240374	3.751530106	1.465294249	3.259307546
SDHD	1.035366784	2.866513714	3.06893219	4.088663263	3.059435873	3.305009989	2.236108428	3.387234765	4.131909918	2.485717765	1.968440056	2.717115711	1.757953579	1.821185049	2.259123607	3.155430415	2.26148087	2.685333546
IL18	0.784995105	1.565932912	1.338251555	0.296722546	0.320132659	1.387657113	1.636734322	1.277242833	2.034349565	1.590578455	1.559566802	1.861607098	1.440438902	0.91963657	0.970796865	0.098788455	0.694589347	0.89311314
BCO2	0	0.069724073	0.195598243	0.137477128	0.317039184	0.568999694	0.094074324	0.306305392	0.277852555	0.050364041	0	0.114264617	0.044712189	0	0	0.048844575	0.358229514	0.100201476
PTS	1.13454161	2.606838134	3.151148323	2.803282511	1.431549017	2.87953746	2.106278939	1.697795832	2.329825926	0.541442431	0.972875029	0.453524518	0.345905238	0.275225826	0.059399868	1.004485185	0.428856275	0.630283972
NCAM1	0	0.221981766	0.186159264	0.230873862	0.216982673	0.206157594	0	0.01024188	0.025539594	0.013346339	0	0.048126658	0.001528238	0.196130818	0	0.143495264	0.725686122	0.042073366
ZW10	0	0.385708497	0.332726288	0.465672462	0.377535462	0.5446964	0	0.195671602	0.42610996	0.181138507	0.091757169	0.17800698	0.054573469	0	0.062811646	0.265973497	0.188758148	0.282066779
USP28	0.208082893	0.30901467	0.20763541	0.225839321	0.377115772	0.238460107	0.085937708	0.087307764	0.149804568	0.077336714	0	0.087279029	0.033635084	0.202614429	0.062101428	0.208685802	0.114871592	0.121172671
HTR3A	0.497333001	0.497575241	0.392788206	2.583802008	0.803834275	0.063853037	0	0.011908511	0	0.005521184	0	0	0.002784271	0	0	0.041808461	0.016150018	0
NNMT	3.576403895	4.840669581	1.060521483	2.804115533	2.205473739	7.128319277	5.257732524	6.827366966	6.771640512	0.674230027	0.215889814	0.196295967	0.259280597	0.169904633	0.042707624	0.394105337	0.047759603	0.136986801
C11orf71	0	0.379597175	0.525466573	0.312594442	0.317243483	0.238120476	0.085937708	0.233581626	0.240733004	0.142033134	0.293328317	0.180694193	0.163090312	0	0.136443851	0.391469215	0.237819656	0.312242207
RBM7	0	1.681478236	0.996546383	2.595696905	2.440486486	2.382552195	0.939564051	2.030716111	2.410506326	0.5730874	0.420190028	0.396921595	0.289516227	0.373071373	0.740308599	0.447529723	0.77002649	1.176175408
REXO2	2.240134798	3.785528114	2.712401983	3.400973323	2.711126623	4.858913522	3.292630366	4.257279218	4.375104922	0.830233337	0.457769479	0.778536781	0.704909743	0	0.320775494	3.634506391	0.868103583	4.168459404
CADM1	0.25135125	0.32351117	1.098023298	1.388288161	1.449496358	0.819241001	0.175954642	0.19057833	0.249060626	0.241614714	0.258739473	0.026862292	0.182030937	0	0.078237796	1.923302482	0.025175884	0
LINC00900	0	0	0	0	0.01488911	0.018027007	0	0.011879793	0.05976318	0.160371106	0.091938313	0.085398581	0.085449513	0	0	0	0.028083563	0
BUD13	0	0.391517431	0.256932665	0.38148033	0.331076265	0.428976218	0.213836253	0.212583715	0.306652545	0.161074333	0.087127914	0.19300766	0.056335127	0.176723413	0.049452732	0.140244665	0.247840612	0.639714907
ZNF259	1.42513991	2.156330942	1.597037417	1.645704119	2.437558763	2.86217099	1.289075109	1.566877025	2.585016063	0.952519829	0.55899739	0.692326829	0.271319732	0.60115611	0.625340414	0.913437953	0.472600647	1.530774338
APOA1	1.855538555	1.452501375	3.492052284	0.757451363	1.145538458	3.535568229	2.043134828	4.325579714	4.663990032	0.379144575	0.3970573	0.103953765	0.189125742	0.365108661	0.063889179	0.072297801	0.110950096	0.247876301
SIK3	0	0.313142939	0.51643128	0.053585226	0.146353271	0.124237771	0	0.127678039	0.175150965	0.064715087	0.108575534	0.182615798	0.060408672	0.31905141	0	0.081348006	0.279596121	0.304597673
PAFAH1B2	0	2.052920033	1.431223558	0.587007339	1.327390688	1.616821981	0.186166437	0.715560673	0.912039584	0.360158693	0.250851291	0.529010223	0.333857947	0.167090997	0.417555931	0.259165755	0.192522528	0.460088499
SIDT2	0	0.242425695	0.308627066	0.125228181	0.159845279	0.23305717	0.095902235	0.151046275	0.288559658	0.380762282	0.32629564	0.376987961	0.262989738	0.513719042	0.119507207	0.105118008	0.147709495	0.278044682
TAGLN	3.039981322	1.709095594	0.593030561	2.4807416	2.428240604	6.152087247	5.52134909	1.647532616	3.326510778	0.301776541	0.127176028	0.20383566	0.128603443	0	0.066619202	0.131503074	0.022514631	0
PCSK7	1.01192704	1.654652062	1.002484557	0.547274758	1.100546131	1.388140182	0.714451683	0.78519982	1.551859453	0.614674477	0.405758457	0.352022528	0.233748054	1.261813979	0.674267335	0.436486779	1.717937725	1.488349532
RNF214	0.283685562	0.297363813	0.27602915	0.43512597	0.26794261	0.500255117	0.159786987	0.632760657	1.130990214	0.115338963	0	0.157419538	0.07405011	0.202716927	0.219229892	0.233811963	0.153272241	0.554643618
BACE1	0	0.062661567	0.243822355	0.216853734	0.128904517	0.588692017	0	0.510967928	0.622137736	0.058754615	0.05674898	0.030557338	0.042939387	0.209288861	0	0.010557318	0	0.151996305
CEP164	0	0.854141268	0.494008389	0.438143732	0.221856274	0.360593814	0	0.265136618	0.328313044	0.080394907	0.108423636	0.104018435	0.05532428	0.169904633	0.307986957	0.148946549	0.178974048	0.313833159
FXYD2	0	0	0.044266339	0.02236747	0.159967119	0	0	0.020392969	0.008173638	0.117246268	0.057527	0.167475373	0.219402151	0.182198014	0.060227883	0	0.36331253	0
FXYD6	0.86342468	0.257308909	0.123061918	0.970554468	1.888946942	0.233792425	0	0.056888683	0.06497852	0.206172191	0.176025288	0.407792479	0.398895623	0	0.444516575	0.011208042	0.051389183	0.149216361
IL10RA	0.216914481	0.110885214	0.18598876	0.18655229	0.118290179	0.096714074	0.097114847	0.119608257	0.343573792	1.302115784	1.288558924	1.04882391	1.052240868	0.560205325	1.274273121	0.400850383	1.250780732	0
TMPRSS4	0.215051343	1.861672001	2.722771125	1.484979796	0.34509041	0.024101888	0.05544103	0.011895172	0	0.002308251	0.132879226	0.030408954	0.006053235	0.182198014	0	0.084848656	0.027424861	0
AMICA1	0	0.092454745	0.246013612	0.080458032	0.043816665	0.015472912	0	0.03910674	0.405112633	1.257846497	0.468053937	1.075590761	0.595281191	5.328230565	0.188496767	0.025450539	0.219707686	0.131647296
MPZL2	0	1.682649359	0.6044783	1.448526367	0.825259554	0.228574574	0	0.001268105	0.034440246	0.039023859	0	0.076690414	0.019181733	0.712824058	0.053427664	0.032879742	0	0
CD3E	0	0.094016844	0.053096591	0	0.048309732	0.06010675	0.083148834	0.011612146	0.14333563	0.275993498	0.087693521	0.081512308	0.01250204	0.161583327	0.055767254	0.150904592	2.368639915	0
CD3D	0	0.068320443	0.026691077	0	0	0	0.09796696	0.025830198	0.33728885	0.393869097	0	0.072329003	0.017628768	0	0.117899659	0.122417487	0.794091952	0
CD3G	0	0	0	0	0.010458759	0	0	0.002122925	0.03428043	0.075784392	0	0	0	0	0	0.01135165	0.503633515	0
UBE4A	0	0.284433125	0.677582986	0.314672711	0.458870805	0.494900007	0.05544103	0.297583459	0.39990964	0.215854128	0.274547107	0.084283094	0.088011015	0.430906604	0.061763298	0.329969839	0.257481355	0.05809799
ATP5L	6.375403586	5.987526299	6.121923801	6.458721835	4.665914782	5.401296983	5.479225629	5.479720165	5.795771792	5.872218704	5.900995129	6.349646169	5.590576144	6.216812638	6.64892864	6.316188708	6.130943184	5.770571115
KMT2A	0	0.929865066	0.780789352	0.498870105	0.471390262	0.346773873	0.188231162	0.35329685	0.389415804	0.143463672	0.031629013	0.099206374	0.082148943	0	0.628098086	0.223006428	0.196300151	0.791703909
TMEM25	0.288629364	0.803339098	0.333862067	0.923243876	0.609946449	0.458137674	0.176353063	0.119611635	0.180817581	0.004611214	0.030290641	0	0.001550894	0	0.063033871	0.158691293	0.173688395	0.099012204
IFT46	0	0.789870996	0.259066729	0.451000844	0.764400399	0.948223907	0.747005449	0.452357473	0.630479584	0.110035833	0	0.061040232	0.043299974	0	0.30523346	0.276958642	0.174166171	0.394386371
ARCN1	0	0.938098269	0.819480744	0.605147346	0.863014161	1.394611685	0.520664798	0.658983145	1.240310057	0.454883975	0.223513209	0.342658466	0.209398393	0.405944	0	0.586572289	0.178989952	0.388274686
PHLDB1	0	0.106046198	0.308313687	0.156781651	0.289501045	0.620566248	0	0.27750117	0.323407607	0.040710169	0.036147513	0.051721049	0.012380792	0	0	0	0	0.107142995
DDX6	0	0.607666175	0.651681401	0.620891231	0.675068874	1.091556289	0.092846309	0.423156931	0.658259013	0.380774361	0.354433314	0.260053341	0.133672399	0.196130818	1.155876179	0.898995641	0.687857344	0.825052981
UPK2	0	0.271084173	0.307619843	0.350618567	0.171630239	0	0	0.001957958	0.008856464	0	0	0	0	0	0	0.022310471	0	0
CCDC84	0.223375963	0.438415275	0.30986688	0.670407987	0.73932522	0.598857599	0	0.284733513	0.744996045	0.111995249	0.10403971	0.028127335	0.090101583	0.182198014	0.187685434	0.274639648	0.288617225	0
RPS25	5.948361805	6.313900324	6.42199595	5.823709698	5.856451371	5.794006724	5.602721525	5.804878038	6.537702682	5.899784915	5.594453112	5.259368444	4.140021151	6.994220339	7.520956075	6.396132505	6.738191109	6.085931135
TRAPPC4	1.126863882	2.259600227	1.728962466	2.95012388	2.429220822	3.357233911	1.121688803	2.781810096	2.965058935	1.694492508	1.238579968	1.708970861	1.197199192	1.305193447	1.892520764	1.905396445	1.515669826	3.180138741
SLC37A4	0.482896608	0.51360413	0.277180125	0.41966592	0.250243121	0.303220119	0	0.301169352	0.357960175	0.16226441	0.068598394	0.357537587	0.137572482	0	0.233746752	0.247329999	0.208502384	1.479128298
HYOU1	0.477222016	0.949625957	0.732540454	0.301304862	0.472881948	0.660119928	0.064986693	0.322912174	0.701436642	0.604916535	0.479486359	0.396219288	0.151007434	0.708408701	0.42500406	0.982791495	0.170861986	0.622858439
VPS11	0	0.169693153	0.381078642	0.402827219	0.455074523	0.296306431	0.286489255	0.271320368	0.519117225	0.206364358	0.247805782	0.164063796	0.139480125	0.209288861	0.308085615	0.097121856	0.136291817	0.333305896
HMBS	0.216469018	2.090324676	1.11419281	1.531295616	1.314609357	1.421369265	0.85066494	0.8151501	1.403932159	0.378715361	0.141882878	0.419929642	0.123179161	0.371584625	0.184434741	1.707479502	0.455289898	4.386293627
H2AFX	0.950173804	1.385745978	0.779819705	1.518136057	0.794616298	0.744022688	0.511122942	0.55372033	0.56822869	0.215593518	0.06631522	0.842212226	0.173895463	0.377278507	0.43791845	1.045094636	1.282521607	1.636814744
DPAGT1	0.216914481	0.793609482	0.691341506	0.723319883	1.172730702	1.696857084	0.574826796	1.052629837	1.758376487	0.461111681	0.341275355	0.251843223	0.182639073	0.777829217	0.410544805	1.510872904	0.222569758	0.960049963
C2CD2L	0	0.336744936	0.254089982	0.087577732	0.126792017	0	0	0.056367097	0.152671596	0.114541166	0.085506321	0.083913837	0.080186574	0	0.055024013	0.083715647	0.105882272	0
HINFP	0.290650589	0.465171802	0.265338967	0.449614503	0.7261682	0.60101316	0	0.208204603	0.379021604	0.104554683	0	0.05917022	0.040580012	0	0.19518586	0.206155906	0.203754549	0.545802601
NLRX1	0	0.254679923	0.342322183	0.158816653	0.104268315	0.39995551	0	0.208821103	0.29613628	0.085526082	0.070129336	0.033936713	0.042316414	0	0	0.060445437	0.072454123	0.099012204
CCDC153	0	0.140013729	0.305925496	1.268909167	0.490021855	0.146456617	0.090046151	0.171486301	0.117904126	0.066852519	0	0.077819637	0.045529326	0	0.063348644	0.045148775	0	0.107142995
CBL	0	0.425017576	0.248465971	0.141641678	0.182348092	0.087770691	0	0.118274594	0.19678265	0.213784723	0.102463895	0.220853761	0.141696545	0	0	0.022039038	0.124275812	0
RNF26	0	1.054644726	1.081076307	1.539663858	1.462426634	1.78134384	0.585985703	0.767395384	1.501148157	0.323475241	0.269584053	0.327439242	0.130031179	0.216175857	0.116680024	0.422400441	0.326303158	1.05154432
THY1	0	0	0.145064071	0.025143556	1.574455573	4.789831916	3.432255644	3.037626068	4.647475504	0.168968585	0.064366405	0	0.031228945	0	0	0	0	0.207344471
OAF	0	0.215255554	0.169420308	0.057199007	0.489636575	1.1915138	0.149219709	0.772559176	1.447036596	0.091987329	0.026809101	0.021807085	0.055370255	0	0.111346926	0.590983217	0.021025791	0.235999005
TMEM136	0.75791645	0.422998909	0.276802449	0.782073945	0.858901775	1.310636493	0.428292923	1.010560956	1.182063087	0.03043385	0	0	0.010037705	0	1.386844338	0.030649201	0	0
ARHGEF12	0	1.01129284	0.674422201	0.227338289	0.297447593	0.450568341	0	0.334344277	0.358501512	0.025297429	0.060277209	0	0.032127124	0	0.131096345	0.126418438	0.099059223	0
TBCEL	0	0.13598225	0.240383168	0.017167348	0.178856063	0	0.085937708	0.058217526	0.135143414	0.021226538	0.029163274	0	0.029653708	0	0.785530407	0.131406203	0.059973559	0
SC5D	0	0.607335835	0.747100553	1.064685939	1.135327744	0.891766092	0.409815928	0.362124055	0.638765399	0.124373903	0.096246462	0.063107631	0.058850921	0.203469221	1.045415341	0.297096639	0.118350745	0.854088098
SORL1	0.459434142	0.664376571	0.788413597	0.464851377	0.116364913	0.067467256	0	0.027154028	0.129999856	0.292633056	0.448806678	0.375794883	0.15589552	0.283740559	0.333284586	0.065598149	0.69621918	0
